ano,organização,sigla,SG_nome,país
1997,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
1998,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
1999,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
2000,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
2001,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
2002,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
2003,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
2004,World Meteorological Organization,WMO,"Jarraud, Michel",França
2005,World Meteorological Organization,WMO,"Jarraud, Michel",França
2006,World Meteorological Organization,WMO,"Jarraud, Michel",França
2007,World Meteorological Organization,WMO,"Jarraud, Michel",França
2008,World Meteorological Organization,WMO,"Jarraud, Michel",França
2009,World Meteorological Organization,WMO,"Jarraud, Michel",França
2010,World Meteorological Organization,WMO,"Jarraud, Michel",França
2011,World Meteorological Organization,WMO,"Jarraud, Michel",França
2012,World Meteorological Organization,WMO,"Jarraud, Michel",França
2013,World Meteorological Organization,WMO,"Jarraud, Michel",França
2014,World Meteorological Organization,WMO,"Jarraud, Michel",França
2015,World Meteorological Organization,WMO,"Jarraud, Michel",França
2016,World Meteorological Organization,WMO,"Taalas, Petteri",Finlândia
2017,World Meteorological Organization,WMO,"Taalas, Petteri",Finlândia
1975,World Food Programme,WFP,"Aquino Herrera, Franciso",El Salvador
1976,World Food Programme,WFP,"Aquino Herrera, Franciso",El Salvador
1977,World Food Programme,WFP,"Vogel, Garson N. ",Canadá
1978,World Food Programme,WFP,"Vogel, Garson N. ",Canadá
1979,World Food Programme,WFP,"Vogel, Garson N. ",Canadá
1980,World Food Programme,WFP,"Vogel, Garson N. ",Canadá
1981,World Food Programme,WFP,"Vogel, Garson N. ",Canadá
1982,World Food Programme,WFP,"Ingram, James Charles",Austrália
1983,World Food Programme,WFP,"Ingram, James Charles",Austrália
1984,World Food Programme,WFP,"Ingram, James Charles",Austrália
1985,World Food Programme,WFP,"Ingram, James Charles",Austrália
1986,World Food Programme,WFP,"Ingram, James Charles",Austrália
1987,World Food Programme,WFP,"Ingram, James Charles",Austrália
1988,World Food Programme,WFP,"Ingram, James Charles",Austrália
1989,World Food Programme,WFP,"Ingram, James Charles",Austrália
1990,World Food Programme,WFP,"Ingram, James Charles",Austrália
1991,World Food Programme,WFP,"Ingram, James Charles",Austrália
1992,World Food Programme,WFP,"Bertini, Catherine",Estados Unidos
1993,World Food Programme,WFP,"Bertini, Catherine",Estados Unidos
1994,World Food Programme,WFP,"Bertini, Catherine",Estados Unidos
1995,World Food Programme,WFP,"Bertini, Catherine",Estados Unidos
1996,World Food Programme,WFP,"Bertini, Catherine",Estados Unidos
1997,World Food Programme,WFP,"Bertini, Catherine",Estados Unidos
1998,World Food Programme,WFP,"Bertini, Catherine",Estados Unidos
1999,World Food Programme,WFP,"Bertini, Catherine",Estados Unidos
2000,World Food Programme,WFP,"Bertini, Catherine",Estados Unidos
2001,World Food Programme,WFP,"Bertini, Catherine",Estados Unidos
2002,World Food Programme,WFP,"Morris, James T. ",Estados Unidos
2003,World Food Programme,WFP,"Morris, James T. ",Estados Unidos
2004,World Food Programme,WFP,"Morris, James T. ",Estados Unidos
2005,World Food Programme,WFP,"Morris, James T. ",Estados Unidos
2006,World Food Programme,WFP,"Morris, James T. ",Estados Unidos
2007,World Food Programme,WFP,"Sheeran, Josette",Estados Unidos
2008,World Food Programme,WFP,"Sheeran, Josette",Estados Unidos
2009,World Food Programme,WFP,"Sheeran, Josette",Estados Unidos
2010,World Food Programme,WFP,"Sheeran, Josette",Estados Unidos
2011,World Food Programme,WFP,"Sheeran, Josette",Estados Unidos
2012,World Food Programme,WFP,"Cousin, Ertharin",Estados Unidos
2013,World Food Programme,WFP,"Cousin, Ertharin",Estados Unidos
2014,World Food Programme,WFP,"Cousin, Ertharin",Estados Unidos
2015,World Food Programme,WFP,"Cousin, Ertharin",Estados Unidos
2016,World Food Programme,WFP,"Cousin, Ertharin",Estados Unidos
2017,World Food Programme,WFP,"Beasley, David",Estados Unidos
2011,International Renewable Energy Agency,IRENA,"Amin, Adnan Z.",Quênia
2012,International Renewable Energy Agency,IRENA,"Amin, Adnan Z.",Quênia
2013,International Renewable Energy Agency,IRENA,"Amin, Adnan Z.",Quênia
2014,International Renewable Energy Agency,IRENA,"Amin, Adnan Z.",Quênia
2015,International Renewable Energy Agency,IRENA,"Amin, Adnan Z.",Quênia
2016,International Renewable Energy Agency,IRENA,"Amin, Adnan Z.",Quênia
2017,International Renewable Energy Agency,IRENA,"Amin, Adnan Z.",Quênia
1975,Inter-Parliamentary Union,IPU,Pio-Carlo Terenzio,Itália
1976,Inter-Parliamentary Union,IPU,Pio-Carlo Terenzio,Itália
1977,Inter-Parliamentary Union,IPU,Pio-Carlo Terenzio,Itália
1978,Inter-Parliamentary Union,IPU,Pio-Carlo Terenzio,Itália
1979,Inter-Parliamentary Union,IPU,Pio-Carlo Terenzio,Itália
1980,Inter-Parliamentary Union,IPU,Pio-Carlo Terenzio,Itália
1981,Inter-Parliamentary Union,IPU,Pio-Carlo Terenzio,Itália
1982,Inter-Parliamentary Union,IPU,Pio-Carlo Terenzio,Itália
1983,Inter-Parliamentary Union,IPU,Pio-Carlo Terenzio,Itália
1984,Inter-Parliamentary Union,IPU,Pio-Carlo Terenzio,Itália
1985,Inter-Parliamentary Union,IPU,Pio-Carlo Terenzio,Itália
1986,Inter-Parliamentary Union,IPU,Pierre Cornillon,França
1987,Inter-Parliamentary Union,IPU,Pierre Cornillon,França
1988,Inter-Parliamentary Union,IPU,Pierre Cornillon,França
1989,Inter-Parliamentary Union,IPU,Pierre Cornillon,França
1990,Inter-Parliamentary Union,IPU,Pierre Cornillon,França
1991,Inter-Parliamentary Union,IPU,Pierre Cornillon,França
1992,Inter-Parliamentary Union,IPU,Pierre Cornillon,França
1993,Inter-Parliamentary Union,IPU,Pierre Cornillon,França
1994,Inter-Parliamentary Union,IPU,Pierre Cornillon,França
1995,Inter-Parliamentary Union,IPU,Pierre Cornillon,França
1996,Inter-Parliamentary Union,IPU,Pierre Cornillon,França
1997,Inter-Parliamentary Union,IPU,Pierre Cornillon,França
1998,Inter-Parliamentary Union,IPU,Anders B. Johnsson,Suécia
1999,Inter-Parliamentary Union,IPU,Anders B. Johnsson,Suécia
2000,Inter-Parliamentary Union,IPU,Anders B. Johnsson,Suécia
2001,Inter-Parliamentary Union,IPU,Anders B. Johnsson,Suécia
2002,Inter-Parliamentary Union,IPU,Anders B. Johnsson,Suécia
2003,Inter-Parliamentary Union,IPU,Anders B. Johnsson,Suécia
2004,Inter-Parliamentary Union,IPU,Anders B. Johnsson,Suécia
2005,Inter-Parliamentary Union,IPU,Anders B. Johnsson,Suécia
2006,Inter-Parliamentary Union,IPU,Anders B. Johnsson,Suécia
2007,Inter-Parliamentary Union,IPU,Anders B. Johnsson,Suécia
2008,Inter-Parliamentary Union,IPU,Anders B. Johnsson,Suécia
2009,Inter-Parliamentary Union,IPU,Anders B. Johnsson,Suécia
2010,Inter-Parliamentary Union,IPU,Anders B. Johnsson,Suécia
2011,Inter-Parliamentary Union,IPU,Anders B. Johnsson,Suécia
2012,Inter-Parliamentary Union,IPU,Anders B. Johnsson,Suécia
2013,Inter-Parliamentary Union,IPU,Anders B. Johnsson,Suécia
2014,Inter-Parliamentary Union,IPU,Martin Chungong,Camarões
2015,Inter-Parliamentary Union,IPU,Martin Chungong,Camarões
2016,Inter-Parliamentary Union,IPU,Martin Chungong,Camarões
2017,Inter-Parliamentary Union,IPU,Martin Chungong,Camarões
